ID,Veröffentlicht,Artikelnummer,EAN code,ABAS-ID,Verwendungszweck,Produkttyp,Mounting:MountingMethod,RatingsCertifications:LuminaireType,RatingsCertifications:LuminairePictograph,Monitoring,Lieferländer-id,Supply,MaxInputVoltageAC,Anschlussquerschnitt,Betriebsart,Batterietechnologie,Lichtquelle,Konstantstrom,Farbtemperatur,RatingCertifications:Certifications,RatingsCertifications:RecognitionDistance,MaterialData:Material,HousingColorInformation:Color,ElectronicPerformanceData:MaxPower,ElectronicPerformanceData:LuminousFluxEmergency,ElectronicPerformanceData:Powerfactor,ElectronicBackupTimes:MaxBackupTime,ElectronicPerformanceData:LuminousFluxMains,TemperaturesBS:MaxTemp,TemperaturesBS:MinTemp,TemperaturesDS:MaxTemp,TemperaturesDS:MinTemp,RatingsCertifications:InsulationClass,RatingsCertifications:IKclass,RatingsCertifications:IngressProtection,Verkaufstext,HousingDimensions:Diameter,HousingDimensions:Height,HousingDimensions:Length,HousingDimension:Width
74105,1,MMW408SC,4262483022993,"(89826,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 9003,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,138 mm,48 mm,236 mm
68818,1,MMW401SC-AZ,4260766556586,"(82955,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"3,9 W",,"0,45 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
68739,1,MMW401SC,4260766556579,"(82954,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"3,9 W",,"0,45 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
68647,1,MMW403SC-AZ,4260766556609,"(82957,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"3,9 W",,"0,45 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
68579,1,MMW403SC,4260766556593,"(82956,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"3,9 W",,"0,45 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
63151,1,MMWT009ML-AZ,4260659563080,"(4528,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"3,9 W",100 lm,"0,50 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
63149,1,MMW009ML-AZ,4260659563066,"(1870,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"3,4 W", lm,"0,53 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
63148,1,MMW009-AZ,4260659563042,"(1868,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"2,5 W", lm,0.42 PF,CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,148 mm,48 mm,236 mm
63105,1,MMWT009ML,4260659563073,"(4527,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"3,9 W",100 lm,"0,50 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,138 mm,48 mm,236 mm
63103,1,MMW009,4260659563035,"(1867,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"2,5 W", lm,0.42 PF,CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,138 mm,48 mm,236 mm
63082,1,MMW009ML,4260659563059,"(1869,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"3,4 W", lm,"0,53 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for wall mounting.</p>",,138 mm,48 mm,236 mm
74104,1,MMD408SC-AZ,4262483022986,"(89825,2,0)","Katalog,Webseite",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
74103,1,MMD408SC,4262483022979,"(89824,2,0)","Katalog,Webseite",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 9003,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
68780,1,MMD401SC,4260766556531,"(82950,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
68768,1,MMD401SC-AZ,4260766556548,"(82951,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
68654,1,MMD403SC,4260766556555,"(82952,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 9003,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
68594,1,MMD403SC-AZ,4260766556562,"(82953,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,110 - 130 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",21m,Zinc die-cast,RAL 7016,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63150,1,MMDT009ML-AZ,4260659562922,"(4513,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"5,1 W",100 lm,"0,49 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63147,1,MMD009ML-AZ,4260659562908,"(1849,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"5,2 W", lm,"0,56 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63146,1,MMD009-AZ,4260659562885,"(1847,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 7016,"3,9 W", lm,"0,51 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63104,1,MMDT009ML,4260659562915,"(1845,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"5,1 W",100 lm,"0,49 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63102,1,MMD009,4260659562878,"(4523,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"3,9 W", lm,"0,51 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
63083,1,MMD009ML,4260659562892,"(1848,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,220 - 260 mA,5600 K,"Müllentsorgung,CE",21m,Zinc die-cast,RAL 9003,"5,2 W", lm,"0,56 PF",CPS, lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Slim, high-quality, zinc die-cast emergency exit sign luminaire with a modern design for ceiling mounting. Suited to inscription on one or two sides.</p>",,138 mm,52 mm,236 mm
72702,1,LBLT431SC,4260766557125,"(85256,2,0)","Webseite,Katalog",Notleuchte,Schienensysteme,Sicherheitsleuchte,Nein,SC,"Deutschland,Global,Frankreich,GB,Indien,Norwegen",Einzelbatterie,250 V,"2,5 mm²",BS / DS,LiFePO4,LED,300 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Metal,RAL 9003,"6,4 W",470 lm,"0,7 PF",1 h,470 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 20,,,"40,7 mm",368 mm,62 mm
66681,1,LBLT039ML,4260682150448,"(61835,2,0)","Webseite,Katalog",Notleuchte,Schienensysteme,Sicherheitsleuchte,Nein,ML,"Deutschland,Frankreich,GB,Global,Indien,Polen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,300 mA,6500 K,"Müllentsorgung,CE",,Metal,RAL 9003,"5,4 W",470 lm,"0,57 PF",CPS,470 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 20,<p>Emergency luminaire with ERT-LED for Trilux E-Line trunking rail profile with 7-wire through wiring. The innovative integrated lens carrier with quick-mounting device enables the flexible use of different lens types depending on the application. Round,,"40,7 mm",368 mm,62 mm
74102,1,LXW418SC,4262483022962,"(89823,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"2,6 W",60 lm,"0,44 PF",8 h,60 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
68837,1,LXW411SC,4260766556517,"(82948,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"4,2 W",190 lm,"0,6 PF",1 h,190 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
68576,1,LXW413SC,4260766556524,"(82949,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"4,2 W",190 lm,"0,6 PF",3 h,190 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
57877,1,LXW019ML,4260123681869,"(1520,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",34m,Aluminum,Alu eloxiert,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
57874,1,LXW019,4260123681753,"(1519,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE",34m,Aluminum,Alu eloxiert,"4,2 W",335 lm,"0,52 PF",CPS,335 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
74101,1,LXD418SC,4262483022955,"(89822,2,0)","Katalog,Webseite",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"2,6 W",60 lm,"0,44 PF",8 h,60 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
68746,1,LXD413SC,4260766556500,"(82947,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"4,2 W",190 lm,"0,6 PF",3 h,190 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
68606,1,LXD411SC,4260766556494,"(82946,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",34m,Aluminum,Alu eloxiert,"4,2 W",190 lm,"0,6 PF",1 h,190 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
57878,1,LXD019ML,4260123681876,"(1510,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",34m,Aluminum,Alu eloxiert,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
57876,1,LXD019,4260123681760,"(1509,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE",34m,Aluminum,Alu eloxiert,"4,2 W",335 lm,"0,52 PF",CPS,335 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,214 mm,62 mm,384 mm
74100,1,LSW418SC,4262483022948,"(89821,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
68758,1,LSW411SC,4260766556470,"(82944,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
68671,1,LSW413SC,4260766556487,"(82945,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
57907,1,LSW019ML,4260123682774,"(4448,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Einzeln n.A.,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",56m,Aluminum,Alu eloxiert,"9,3 W",600 lm,"0,57 PF",CPS,600 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
57904,1,LSW019,4260123682767,"(1494,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Einzeln n.A.,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE",56m,Aluminum,Alu eloxiert,"5,2 W", lm,"0,54 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
74099,1,LSD418SC,4262483022931,"(89820,2,0)","Katalog,Webseite",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
